,Restaurant Id,Restaurant Name,City,Location,Transaction ID,Transaction Date,UTR ID,UTR Date,Bill Amount (A),Base Discount Amount (B),Coupon Discount Amount (C),DineCash discount (D),Net Amount (E = A-B-C-D),Commission (F),GST (G),Tip Amount (H),Amount Receivable (E-F-G+H),Transaction Status,Refund Status,Order Type,Offer Claimed Title
27,1306876,La Soiree,Kolkata,Sreepally,243712601081477,2026-07-22 23:26:41,YESF262056160737,2026-07-23 17:37:26,13976.0,2096.4,0.0,0.0,11879.6,502.51,90.46,0.0,11286.65,completed,,PRE-BOOK,20.00 PERCENT off - GIRF_TOTAL_BILL
28,1306876,La Soiree,Kolkata,Sreepally,243540737093591,2026-07-20 23:42:17,YESF262056160737,2026-07-23 17:37:26,3995.0,399.5,0.0,0.0,3595.5,152.09,27.38,0.0,3416.03,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
29,1306876,La Soiree,Kolkata,Sreepally,243539532060172,2026-07-20 23:22:12,YESF262056160737,2026-07-23 17:37:26,1727.0,172.7,0.0,75.0,1479.3,62.57,11.26,0.0,1405.47,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
30,1306876,La Soiree,Kolkata,Sreepally,243535598067520,2026-07-20 22:16:38,YESF262056160737,2026-07-23 17:37:26,1124.0,112.4,0.0,49.0,962.6,40.72,7.32,0.0,914.54,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
31,1306876,La Soiree,Kolkata,Sreepally,243448844039235,2026-07-19 22:10:44,YESF262025810603,2026-07-20 18:13:38,5402.0,0.0,0.0,0.0,5402.0,228.5,41.12,0.0,5132.36,completed,,WALK-IN,
32,1306876,La Soiree,Kolkata,Sreepally,243446374036349,2026-07-19 21:29:34,YESF262025810603,2026-07-20 18:13:38,2263.0,339.45,0.0,0.0,1923.55,81.37,14.64,0.0,1827.52,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
33,1306876,La Soiree,Kolkata,Sreepally,243446210037251,2026-07-19 21:26:50,,,2263.0,339.45,0.0,0.0,1923.55,,,0.0,,failed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
34,1306876,La Soiree,Kolkata,Sreepally,243445684074417,2026-07-19 21:18:04,YESF262025810603,2026-07-20 18:13:38,5190.0,778.5,0.0,67.0,4344.5,183.77,33.08,0.0,4127.65,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
35,1306876,La Soiree,Kolkata,Sreepally,243445077053838,2026-07-19 21:07:57,YESF262025810603,2026-07-20 18:13:38,4486.0,672.9,0.0,0.0,3813.1,161.29,29.04,0.0,3622.79,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
36,1306876,La Soiree,Kolkata,Sreepally,243444583037836,2026-07-19 20:59:43,YESF262025810603,2026-07-20 18:13:38,1050.0,157.5,0.0,39.5,853.0,36.08,6.5,0.0,810.44,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
37,1306876,La Soiree,Kolkata,Sreepally,243441848050328,2026-07-19 20:14:08,YESF262025810603,2026-07-20 18:13:38,3323.0,498.45,0.0,0.0,2824.55,119.48,21.5,0.0,2683.55,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
38,1306876,La Soiree,Kolkata,Sreepally,243435473086378,2026-07-19 18:27:53,YESF262025810603,2026-07-20 18:13:38,2720.0,408.0,0.0,50.0,2262.0,95.68,17.22,0.0,2149.1,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
39,1306876,La Soiree,Kolkata,Sreepally,243432508081914,2026-07-19 17:38:28,YESF262025810603,2026-07-20 18:13:38,2651.0,397.65,0.0,0.0,2253.35,95.32,17.16,0.0,2140.87,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
40,1306876,La Soiree,Kolkata,Sreepally,243429217053672,2026-07-19 16:43:37,YESF262025810603,2026-07-20 18:13:38,11459.0,1718.85,0.0,200.0,9540.15,403.55,72.64,0.0,9063.96,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
41,1306876,La Soiree,Kolkata,Sreepally,243424794086575,2026-07-19 15:29:54,YESF262025810603,2026-07-20 18:13:38,3945.0,591.75,0.0,0.0,3353.25,141.84,25.54,0.0,3185.89,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
42,1306876,La Soiree,Kolkata,Sreepally,243424793054256,2026-07-19 15:29:53,YESF262025810603,2026-07-20 18:13:38,5413.0,811.95,0.0,0.0,4601.05,194.62,35.04,0.0,4371.41,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
43,1306876,La Soiree,Kolkata,Sreepally,243370112031727,2026-07-19 00:18:32,YESF262025810603,2026-07-20 18:13:38,29109.0,4366.35,0.0,200.0,24542.65,1038.15,186.86,0.0,23317.62,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
44,1306876,La Soiree,Kolkata,Sreepally,243367124044622,2026-07-18 23:28:44,YESF262025810603,2026-07-20 18:13:38,3414.0,512.1,0.0,0.0,2901.9,122.75,22.1,0.0,2757.07,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
45,1306876,La Soiree,Kolkata,Sreepally,243361175087640,2026-07-18 21:49:35,YESF262025810603,2026-07-20 18:13:38,2100.0,315.0,0.0,0.0,1785.0,75.51,13.6,0.0,1695.91,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
46,1306876,La Soiree,Kolkata,Sreepally,243360588052485,2026-07-18 21:39:48,,,2100.0,315.0,0.0,0.0,1785.0,,,0.0,,failed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
47,1306876,La Soiree,Kolkata,Sreepally,243338117099982,2026-07-18 15:25:17,YESF262025810603,2026-07-20 18:13:38,2011.0,301.65,0.0,0.0,1709.35,72.31,13.02,0.0,1624.02,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
48,1306876,La Soiree,Kolkata,Sreepally,243275609050552,2026-07-17 22:03:29,YESF262025810603,2026-07-20 18:13:38,5078.0,761.7,0.0,0.0,4316.3,182.58,32.86,0.0,4100.86,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
49,1306876,La Soiree,Kolkata,Sreepally,243190888070377,2026-07-16 22:31:28,YESF262025810603,2026-07-20 18:13:38,15612.0,2341.8,0.0,0.0,13270.2,561.33,101.04,0.0,12607.83,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
50,1306876,La Soiree,Kolkata,Sreepally,243190674080422,2026-07-16 22:27:55,YESF262025810603,2026-07-20 18:13:38,21314.0,3197.1,0.0,128.0,17988.9,760.93,136.96,0.0,17090.99,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
51,1306876,La Soiree,Kolkata,Sreepally,243188644036310,2026-07-16 21:54:04,YESF262025810603,2026-07-20 18:13:38,2920.0,438.0,0.0,0.0,2482.0,104.99,18.9,0.0,2358.11,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
52,1306876,La Soiree,Kolkata,Sreepally,243184400030558,2026-07-16 20:43:20,YESF262025810603,2026-07-20 18:13:38,3780.0,567.0,0.0,0.0,3213.0,135.91,24.46,0.0,3052.63,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
53,1306876,La Soiree,Kolkata,Sreepally,243104551064102,2026-07-15 22:32:31,YESF261987938398,2026-07-16 15:17:41,851.0,127.65,0.0,0.0,723.35,30.6,5.5,0.0,687.23,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
54,1306876,La Soiree,Kolkata,Sreepally,243075207066526,2026-07-15 14:23:27,,,2604.0,390.6,0.0,0.0,2213.4,,,50.0,,failed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
55,1306876,La Soiree,Kolkata,Sreepally,243020187068242,2026-07-14 23:06:27,YESF261987938398,2026-07-16 15:17:41,2573.0,385.95,0.0,0.0,2187.05,92.51,16.66,0.0,2077.9,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
56,1306876,La Soiree,Kolkata,Sreepally,243018747077973,2026-07-14 22:42:27,YESF261987938398,2026-07-16 15:17:41,3086.0,462.9,0.0,0.0,2623.1,110.96,19.98,0.0,2492.18,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
57,1306876,La Soiree,Kolkata,Sreepally,243016467062100,2026-07-14 22:04:27,YESF261987938398,2026-07-16 15:17:41,5429.0,814.35,0.0,200.0,4414.65,186.74,33.62,0.0,4194.31,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
58,1306876,La Soiree,Kolkata,Sreepally,243016125013672,2026-07-14 21:58:45,YESF261987938398,2026-07-16 15:17:41,7728.0,1159.2,0.0,0.0,6568.8,277.86,50.02,0.0,6240.94,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
59,1306876,La Soiree,Kolkata,Sreepally,242934937011740,2026-07-13 23:25:37,YESF261987938398,2026-07-16 15:17:41,3397.0,509.55,0.0,106.5,2780.95,117.63,21.18,0.0,2642.16,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
60,1306876,La Soiree,Kolkata,Sreepally,242929144050879,2026-07-13 21:49:04,YESF261987938398,2026-07-16 15:17:41,3318.0,497.7,0.0,0.0,2820.3,119.3,21.48,0.0,2679.54,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
61,1306876,La Soiree,Kolkata,Sreepally,242928269067267,2026-07-13 21:34:29,YESF261987938398,2026-07-16 15:17:41,2877.0,431.55,0.0,0.0,2445.45,103.44,18.62,0.0,2323.39,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
62,1306876,La Soiree,Kolkata,Sreepally,242844133044956,2026-07-12 22:12:13,YESF261956483875,2026-07-13 16:49:37,1313.0,196.95,0.0,49.5,1066.55,45.12,8.12,0.0,1013.31,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
63,1306876,La Soiree,Kolkata,Sreepally,242843990090318,2026-07-12 22:09:50,,,1313.0,196.95,0.0,49.5,1066.55,,,0.0,,failed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
64,1306876,La Soiree,Kolkata,Sreepally,242842303042943,2026-07-12 21:41:43,YESF261956483875,2026-07-13 16:49:37,3733.0,559.95,0.0,0.0,3173.05,134.22,24.16,0.0,3014.67,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
65,1306876,La Soiree,Kolkata,Sreepally,242749754064010,2026-07-11 19:59:14,,,1806.0,0.0,0.0,0.0,1806.0,,,0.0,,failed,,RESERVATION,
66,1306876,La Soiree,Kolkata,Sreepally,242749705058444,2026-07-11 19:58:25,,,1806.0,0.0,0.0,0.0,1806.0,,,0.0,,failed,,RESERVATION,
67,1306876,La Soiree,Kolkata,Sreepally,242748407032203,2026-07-11 19:36:47,YESF261956483875,2026-07-13 16:49:37,1619.0,242.85,0.0,0.0,1376.15,58.21,10.48,0.0,1307.46,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
68,1306876,La Soiree,Kolkata,Sreepally,242744686003119,2026-07-11 18:34:46,YESF261956483875,2026-07-13 16:49:37,3134.0,470.1,0.0,47.5,2616.4,110.67,19.92,0.0,2485.81,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
69,1306876,La Soiree,Kolkata,Sreepally,242732435044263,2026-07-11 15:10:35,YESF261956483875,2026-07-13 16:49:37,4495.0,674.25,0.0,0.0,3820.75,161.62,29.1,0.0,3630.05,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
70,1306876,La Soiree,Kolkata,Sreepally,242676342092284,2026-07-10 23:35:42,YESF261956483875,2026-07-13 16:49:37,16664.0,2499.6,0.0,0.0,14164.4,599.15,107.84,0.0,13457.39,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
71,1306876,La Soiree,Kolkata,Sreepally,242676257057853,2026-07-10 23:34:17,YESF261956483875,2026-07-13 16:49:37,5597.0,839.55,0.0,81.5,4675.95,197.79,35.6,0.0,4442.56,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
72,1306876,La Soiree,Kolkata,Sreepally,242671244097653,2026-07-10 22:10:44,YESF261956483875,2026-07-13 16:49:37,662.0,99.3,0.0,0.0,562.7,23.8,4.28,0.0,534.62,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
73,1306876,La Soiree,Kolkata,Sreepally,242670052054758,2026-07-10 21:50:52,YESF261956483875,2026-07-13 16:49:37,2615.0,392.25,0.0,0.0,2222.75,94.02,16.92,0.0,2111.81,completed,,PRE-BOOK,15.00 PERCENT off - GIRF_TOTAL_BILL
74,1306876,La Soiree,Kolkata,Sreepally,242587530084349,2026-07-09 22:55:30,YESF261956483875,2026-07-13 16:49:37,5366.0,0.0,0.0,0.0,5366.0,226.98,40.86,0.0,5098.16,completed,,WALK-IN,
75,1306876,La Soiree,Kolkata,Sreepally,242412818005826,2026-07-07 22:23:38,YESF261915960387,2026-07-09 15:05:10,3649.0,364.9,0.0,0.0,3284.1,138.92,25.0,0.0,3120.16,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
76,1306876,La Soiree,Kolkata,Sreepally,242389691034750,2026-07-07 15:58:11,YESF261915960387,2026-07-09 15:05:10,4888.0,488.8,0.0,0.0,4399.2,186.09,33.5,0.0,4179.61,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
77,1306876,La Soiree,Kolkata,Sreepally,242389447073772,2026-07-07 15:54:07,,,4888.0,488.8,0.0,0.0,4399.2,,,0.0,,failed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
78,1306876,La Soiree,Kolkata,Sreepally,242326622331431,2026-07-06 22:27:02,YESF261915960387,2026-07-09 15:05:10,3659.0,365.9,0.0,163.0,3130.1,132.4,23.84,0.0,2973.88,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
79,1306876,La Soiree,Kolkata,Sreepally,242245214006176,2026-07-05 23:50:14,YESF261886319463,2026-07-06 17:45:31,7072.0,707.2,0.0,0.0,6364.8,269.23,48.46,0.0,6047.11,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
80,1306876,La Soiree,Kolkata,Sreepally,242244428524360,2026-07-05 23:37:08,YESF261886319463,2026-07-06 17:45:31,23765.0,0.0,0.0,0.0,23765.0,1005.26,180.94,0.0,22578.78,completed,,WALK-IN,
81,1306876,La Soiree,Kolkata,Sreepally,242241477271749,2026-07-05 22:47:57,YESF261886319463,2026-07-06 17:45:31,914.0,91.4,0.0,36.0,786.6,33.27,5.98,0.0,747.33,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
82,1306876,La Soiree,Kolkata,Sreepally,242240833391025,2026-07-05 22:37:13,YESF261886319463,2026-07-06 17:45:31,578.0,0.0,0.0,28.5,549.5,23.24,4.18,0.0,522.08,completed,,WALK-IN,
83,1306876,La Soiree,Kolkata,Sreepally,242239575478373,2026-07-05 22:16:15,YESF261886319463,2026-07-06 17:45:31,2667.0,266.7,0.0,107.5,2292.8,96.99,17.46,0.0,2178.35,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
84,1306876,La Soiree,Kolkata,Sreepally,242218523414351,2026-07-05 16:25:23,YESF261886319463,2026-07-06 17:45:31,4704.0,470.4,0.0,0.0,4233.6,179.08,32.24,0.0,4022.3,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
85,1306876,La Soiree,Kolkata,Sreepally,242156033353868,2026-07-04 23:03:53,YESF261886319463,2026-07-06 17:45:31,3848.0,384.8,0.0,0.0,3463.2,146.49,26.36,0.0,3290.33,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
86,1306876,La Soiree,Kolkata,Sreepally,242147537995615,2026-07-04 20:42:17,YESF261886319463,2026-07-06 17:45:31,3341.0,334.1,0.0,0.0,3006.9,127.19,22.9,0.0,2856.83,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
87,1306876,La Soiree,Kolkata,Sreepally,242129049342886,2026-07-04 15:34:09,YESF261886319463,2026-07-06 17:45:31,6668.0,666.8,0.0,0.0,6001.2,253.85,45.7,0.0,5701.67,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
88,1306876,La Soiree,Kolkata,Sreepally,241982385861430,2026-07-02 22:49:45,YESF261886319463,2026-07-06 17:45:31,5462.0,546.2,0.0,200.0,4715.8,199.48,35.9,0.0,4480.4,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
89,1306876,La Soiree,Kolkata,Sreepally,241982371412294,2026-07-02 22:49:31,YESF261886319463,2026-07-06 17:45:31,2413.0,241.3,0.0,57.0,2114.7,89.45,16.1,0.0,2009.15,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
90,1306876,La Soiree,Kolkata,Sreepally,241981687007248,2026-07-02 22:38:07,YESF261886319463,2026-07-06 17:45:31,2783.0,278.3,0.0,0.0,2504.7,105.95,19.08,0.0,2379.69,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
91,1306876,La Soiree,Kolkata,Sreepally,241977648734899,2026-07-02 21:30:48,YESF261886319463,2026-07-06 17:45:31,2457.0,245.7,0.0,98.0,2113.3,89.39,16.1,0.0,2007.83,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
92,1306876,La Soiree,Kolkata,Sreepally,241977224810191,2026-07-02 21:23:44,YESF261886319463,2026-07-06 17:45:31,1659.0,165.9,0.0,68.0,1425.1,60.28,10.86,0.0,1353.98,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
93,1306876,La Soiree,Kolkata,Sreepally,241975986550134,2026-07-02 21:03:06,YESF261886319463,2026-07-06 17:45:31,4177.0,0.0,0.0,0.0,4177.0,176.69,31.8,0.0,3968.51,completed,,WALK-IN,
94,1306876,La Soiree,Kolkata,Sreepally,241969686435336,2026-07-02 19:18:06,YESF261886319463,2026-07-06 17:45:31,1554.0,155.4,0.0,0.0,1398.6,59.16,10.64,0.0,1328.78,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
95,1306876,La Soiree,Kolkata,Sreepally,241893588775914,2026-07-01 22:09:48,YESF261886319463,2026-07-06 17:45:31,10624.0,1062.4,0.0,0.0,9561.6,404.46,72.8,0.0,9084.34,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
96,1306876,La Soiree,Kolkata,Sreepally,241869252013233,2026-07-01 15:24:12,YESF261886319463,2026-07-06 17:45:31,14561.0,1456.1,0.0,200.0,12904.9,545.88,98.26,0.0,12260.76,completed,,PRE-BOOK,10.00 PERCENT off - GIRF_TOTAL_BILL
